title,content
duang,出自对香港影星[链接:成龙]代言的霸王洗发水广告的恶搞，用来形容某个动作效果、模仿某种特效配音，多指一瞬间达到的特殊效果
母猪羞愧,"形容网络上的博主或up主的视频内容更新速度很快、短时间内更新数量多，意思是，产出速度快到令母猪感到羞愧。
原话为[加粗:高产似母猪]，后演变为[加粗:母猪羞愧]。因为母猪一年能产两窝，每窝十头小猪崽左右，生产速度快，产出数量多。因此网友用[加粗:母猪羞愧]来表示对博主、up主更新速更新速度的赞扬：博主、up主的更新速度比母猪都快！"
张丽下个月结婚，你去不去,"美食博主[链接:胖胖的山头]发布在[链接:A站]的视频[链接:敬过往·壹]中的台词。
在视频中胖胖的山头以重庆乡下厨师的形象出现，曾经在往期视频（关键词苕粉炒腊肉）剧情中提及前女友张丽家中嫌弃他的相貌和职业。在《壹》中胖胖的父亲和乡里路人都对他说了这同一句话——张丽下个月结婚。不同的是父亲接着说“自己的事情，要搞清楚“，路人则是向坐在进城摩托车上的胖胖大喊“你去不去？”胖胖回喊”到时候再说吧“。
不像美食视频，而是像一部惆怅的纪录片，平淡、琐碎、毫无起伏。

因为引起了大量网友的感情共鸣，该句迅速流行。"
黄泛区,[划掉:红色][链接:黄色][划掉:蓝色]内容泛滥的媒体或社交平台。
洗钱式发薪,"当代一些年轻人经常使用[加粗:花呗、借呗、信用卡等]产品，导致每个月身背巨额欠款。因此，每月工资一发到手就去还这些欠款了，速度及其之快，彷佛是洗钱一样，[加粗:所有薪水瞬间蒸发]。
因此，这种发薪水的情景被称为“洗钱式发薪”。"
黑暗料理,匪夷所思，一般人无法接受的菜品。如：[链接:仰望星空]，月饼炒香蕉，板蓝根泡面等。源自菜品能当电灯泡的[链接:中华小当家]漫画。
小鸡词典,一个[划掉:科普向具有准确严谨性的]通俗易懂皮到不行的百科全书
基番,指内容偏向男男暧昧的番剧，通常以双男主甚至多男主为故事主线……‘腐女’往往是‘基番’的主要受众群。
仙女本仙,清新脱俗，与那群[链接:妖艳贱货]不同的[链接:小仙女]的本尊。
饲养员,"在网络上，狭义的指为喜欢的博主（包括但不限于微博博主，视频up主等）付费的人。付费既可以直接打钱，也可以是购买相关产品。饲养员也可以称为“金主爸爸”。广义上，指包养他人的人。甚至在有些情侣中，女生会把男友备注成饲养员，表示自己有男朋友养着。

例句：新的照片已经拍好啦，欢迎饲养员爸爸们挑选。"
反转,"指剧情没有按常理发展，让人猜不到结局。往往结果超出想象，扭转了人们对整个事件的认知。
例如高校食堂被爆出食品安全问题，按正常[链接:套路]学校会被责令整改，结果调查发现是有人故意P图造谣。这就是一种反转。

"
sala,"指单词“solo”，源于意大利语，指乐器独奏(吉他、钢琴、小提琴、单簧管等)、独唱、单人表演(独舞)等。
后在游戏里指“单挑”、“单排”，尤指玩家之间产生矛盾后解决矛盾的方法。
再后来被英雄联盟的小学生带成了“sala”，“sala”比“solo”更有了一丝嘲讽的味道。
[划掉,链接:你们不要再打了啦]"
十动然拒,"[加粗:十]分感[加粗:动]，[加粗:然]后[加粗:拒]绝了他。
元祖屌丝悲情流行语[划掉:之一]
源于：2012年11月11日，光棍节，华中科技大学文华学院工程管理专业大四男生[加粗:王文瑾]（[链接:情书哥]）花 212 天写 16 万字情书，并将其装订成册，名为《我不愿让你一个人》，向女神表白。[加粗:女神表示自己十分感动，然后拒绝了他。]"
皇城PK,"和“巅峰对决”同义，指高手之间的1v1。
原本应出自[链接:古龙]小说《[链接:陆小凤传奇之决战前后]》中的知名情节：[链接:西门吹雪]和[链接:叶孤城]两位当世剑神约定在紫禁之巅（也就是皇宫）[划掉:约架]一决胜负。因为这段剧情非常精彩，知名度很高，“皇城对决”自此被赋予了“绝世高手之间的顶尖对战”的涵义。
之后这个词开始广泛地用于游戏界，在对战类游戏的宣传语中常有出现[划掉:经常是一刀99级类的页游……]。当游戏主播与对手1v1时，观众们也会刷“皇城pk”的弹幕。"
米未女孩,"指爱奇艺综艺[加粗:乐队的夏天]节目幕后策划团队的一群女孩子。
这里米未指的是[加粗:米未传媒]公司，CEO是[加粗:马东]，该公司还出品过[加粗:奇葩说]、[加粗:奇葩大会]等口碑节目。乐队的夏天从19年4月播放到现在，备受大家关注，集合了摇滚、朋克、电子、民谣、爵士等不同音乐类型的31支乐队，截止到现在一共做了11期节目成功选出hot5（前五名乐队）。
而这些乐队从海选到后期节目编排上上下下的大小事，几乎都由这几个年轻的米未女孩置办的。网友经常说[加粗,斜体,链接:米未有漂亮女孩，乐队有夏天]；别担心，[斜体,加粗,链接:米位女孩有办法]。"
厉外垃同,“他厉害因为他是外国人，我垃圾因为我是你们的同胞”的缩写，[链接:DOTA]圈两大真理之一。
秀吉,指[加粗:性别不明]或其他非男非女的性别，如[链接:扶她]。有时也特指[链接:伪娘]。源自动漫《笨蛋·测试·召唤兽》中的角色[加粗:木下秀吉]（きのした ひでよし）（Kinoshita Hideyoshi），因为在剧中当有人问到[加粗:秀吉]的性别是，经常会得到[加粗:秀吉的性别是秀吉]这一答案。
住在b站,指一些抢首个播放或评论沙发极快的一类人，甚至比up主自己还快
喜闻,[加粗:喜闻乐见]的简称，用于听完[斜体:哥们你有什么不开心的事情，说出来让我们开心开心]的评论。类似的还有[链接:大快]。
既视感,"因为描述的材料十分[划掉:详实]准确而让人能成功脑补出需要的画面。但脑补出来的不一定是字面意思，比如：苍茫的天涯是我的爱，绵绵的青山脚下花正开。此时游荡在脑海的应该是[斜体,加粗:广场舞大妈的身影][划掉:（至于跳什么不重要）。]该词可以变名词后缀，比如[链接:大片既视感][划掉:成功的五毛特效/（反）套路剧情]。"
卡拉赞毕业,指在魔兽世界中，全身装备等于或好于[链接:卡拉赞]这个副本。通常卡拉赞毕业意味着你已经是团队中的中坚力量。[划掉:然而实际上你对游戏的了解才刚刚入门，许多卡拉赞毕业的萌新就以为自己天下无敌了！]后引申为百度“魔兽世界吧”的会员名称。[链接:强力党]也是以卡拉赞毕业作为准入标准的。
狗没拿伞,"日语“对不起”（ご免なさい）的中文空耳
[划掉:发音大概是go me n na sa i]"
走心,用心，上心。经过思考，付出感情与心血。
鬼刀一开,"原话是[加粗:回手，掏～吆～鬼刀一开看不见～走位走位手里干哈哈哈哈哈哈哈]
这一段文字来源于英雄联盟主播[链接:大司马]，在一次英雄联盟直播中大司马的劫遇到了对方的光辉，两人展开了精彩的操作，当时大司马就用的回首，掏，鬼刀一开，看不见，走位，走位，手里干这段语音，笑死了一大批网友，不过大司马的技术也是杠杠的！
经过X音软件传播后火了起来"
来信砍,过[加粗:来][加粗:信]不信我[加粗:砍]死你的缩略语，是在网络缩写之风兴起后产生的词汇，通常使用时表示对另一方的调侃。
十级lo娘,"即[链接:lolita]爱好者中规矩很多且姿态居高临下、盛气临人的一种[链接:lo娘]中的[链接:杠精][划掉:很事儿]，是一个贬义称呼。
此类lo娘大多对lolita文化了解较深，但把这种文化感情化，甚至偏执化，拿自以为lo娘的标准来约束别和评判那些可能只是单纯喜欢lo裙，或出入lo圈的人。
十级lo娘惯用语句：[斜体:“你一个coslo不配说自己是lo娘”]
[斜体:“国牌就是不如日牌，不服憋着”]"
偷心盗贼,"我真的很喜欢你，整个心都被你偷走了，所以你就是偷心盗贼。
该梗出自抖音爆火视频，原词是“[链接,加粗,斜体:妹妹，你被逮捕了，罪名：偷心盗贼！]”该音频来源是一名抖音声优[加粗:澈子]，他的音色极具邪派少年感，听起来有一种腹黑小男孩的感觉。此梗中在说“偷心盗贼”这四个字时后面还加了一句“嗯哼”，语调突然变化，由可爱变调皮，让人听完之后心里泛起波澜，甚至有一种仿佛被电流击中后，麻酥酥的感觉。以至于在抖音引起潮流，大家都纷纷为该音源配视频。
[划掉:该词疑似起源于小说/电视剧《奋斗》中，向南对杨晓云说“杨晓芸你就是一小偷...你偷走了我的心”]"
那得吧,"即必须的吧。
该梗出自选秀节目[链接:创造营]中一位叫丰楚轩的学员，是河南人，在节目中经常会说几句方言，因而大家都纷纷模仿他，后来经过周震南的四处宣传，整个营内成员都开始说这个词，并且该词还能得到回应句“要得”，营内人有事没事就会来两句。
现创造营虽已结束，11位成团艺人已选出，但是该词还是被参加过节目的艺人以及现在RISE组合的成员活跃使用，尤其是在发微博不知道配什么文案的时候，就会说“那得吧”，甚至粉丝圈内也会这么说。"
贫穷限制了我的想象力,对自己经济实力差的自嘲。穷到连想到不敢想了。
翘屁嫩男,"[链接:台湾]媒体报道[链接:炎亚纶]劈腿三男的新闻时，形容其中一位男士时所用的词汇。意指炎亚纶的男友屁股很翘。原句为“被本刊拍到跟一名翘屁嫩男进出饭店”。
因两岸文化差异，大陆很少接触这类台式造词，也从未见过它们出现在媒体报道中。在大多数大陆人的认知中，“翘屁嫩男”就像“大胸美女”，多少有些敏感，顶多在口语或文字聊天中使用，这个词粗鄙中带点色情，色情中又带点搞笑，效果十分新奇[链接:魔性]，引起了广泛传播。
现在可用于形容一切屁股或尾部圆润翘起的人、动物、动作或事物。也可用[链接:or2]代指该词（普通人趴下是[链接:orz]
[划掉:与之相对的词大概是][划掉,链接:妖艳贱货]"
苏轼圈,"来源自微博上的一个梗：
孙悟空抱怨道：“师傅！我让你在这个圈子内别出来，你怎么不听？”
唐僧道：“因为你把圈画在了东面的山坡。”
孙悟空急了：“东面山坡怎么了？”
唐僧说：“我要走出苏轼圈。”

东面的山坡，即东坡（苏东坡，苏轼）。“苏轼圈”是舒适圈的谐音。网友纷纷表示，连唐僧都要走出舒适圈，自己也要努力才行。2019年一定要完成2018年本该在2017年完成的在2016年制定的目标！不过也有网友表示，请先告诉我怎么进去。"
WTMSB,"[加粗:我天命上班]的缩写。是[链接:崩坏3]玩家对自己沉迷游戏，每天必须上线签到的自嘲。也写作[加粗:我，天命，上班]，其中的[加粗:天命]是游戏中玩家效力的组织，而[加粗:上班]则是对每天都要上线玩游戏的代指。[划掉:才不是][划掉,链接:我TM射爆][划掉:的意思]"
社会五大狠人,"本身是[加粗:普通的职业者]，因为他们职业的关系，经常会问大家一些[加粗:语带双关]的问题，这些问题让人感觉[下划线:直击自己的内心，拷问自己的灵魂]，所以被称为狠人。
配钥匙师傅：[链接:您配么]？
食堂大妈：同学要饭么？
算命先生：您算什么东西？
上海大妈：[链接:你是什么垃圾]？
滴滴司机：我觉得你没有搞清自己的定位？"
举栗,[划掉:举个🌰][加粗:举个例子]。
笑到头掉,"形象地形容笑得过于开心，脑袋后仰到从正面都看不到头的状态。
还衍生出了“笑到头掉然后把头捡起来继续笑”这种反复数次的笑到头掉。"
中关村应用文理学院,北京大学！地处中关村，常年和[链接:五道口男子职业技术学校]干架。
人类三大本质,"以[链接:复读机]、[链接:真香]、[链接:鸽子为什么这么大]（或[链接:鸽]）组成的三位一体现代哲学。
复读机，揭穿人类热爱玩梗跟风，虽然不明其意也要赶潮流的本质。
真香，道破人类总爱放狠话，之后又自己[链接:打脸]的本质。
鸽子为什么这么大，指明人类总是沿着既定的思维方式考虑问题，即使有人指出真相也不会接受的本质。
有时此处的鸽也被解释为放鸽子。

简称[链接:香菇鸡]。"
弟弟行为,指特别[链接:怂]，或者特别[链接:菜]的行为。嘲讽对方要么是心理弱，要么是能力弱。
流啤鸭,"是“牛[划掉:B]13呀”谐音。
网友为了规避不文明之语，并为自己增加几分可爱之气，就将“牛13呀”谐音为“流啤鸭”，常用来表示[加粗:“厉害呀！”“真厉害！”]等类似意思。"
本当上手,"即日语中的“本当に上手”，意为""真的很好""。来自伪中国语（将普通日语语句中的所有假名去掉，只留下汉字后组成的句子）中的“君中国语本当上手”。"
震撼我妈,"用于比喻心情十分震惊，事情发展出乎意料。[划掉:不仅震撼到了我，还震撼到了我妈。]在游戏《战舰世界》中，也指代法国驱逐舰“可怖号”。
网上谣传，注意是谣传，该梗源于外国游戏公司Wargaming在其开发的《战舰世界》中，把法国驱逐舰“可怖号”（法语Le Terrible）翻译成了“震撼我妈”，以及把360天高级账号和可怖号的捆绑包翻译成了“震撼我妈一整年”。
但实际上，当时“可怖号”是被浏览器内置的翻译功能译成了“太可怕了”，之后被某[链接:沙雕]网友恶搞成了震撼我妈。且“震撼我妈一整年”同样是恶搞产物，原文是“海上一整年”。"
内马尔滚,"巴西著名球星[链接:内马尔]在2018年俄罗斯世界杯上，被铲倒后，连续翻滚超过1260度，终于获得了第一个以他的名字命名的足球动作[划掉:以及][划掉,链接:表情包]。"
风评被害,中文ACG圈的流行词，来源自日语“風評被害”，意思是由于没有根据的传言，对人物或团体（通常是ACG人物、明星或偶像团体）造成了经济上或名誉上的伤害。
社畜职场成语,"是由新浪微博@[链接:游识猷]发布的一条微博而引发的，微博网友共同创作的一系列现代成语。这些词语将“[链接:社畜]”（即公司中辛苦劳作的普通员工）一词和普通成语结合起来，构成新的描述社畜悲惨职场生活的[划掉:扎心]词汇。
大多数创作是将原成语中读音是chù的字替换成“畜”，再逐字解释新组成的词汇，比如设身处地→[链接:社身畜地]、处变不惊→[链接:畜变不惊]。
也有一些创作是将畜字的读音[链接:空耳]成[链接:英语]中相似读音的词，比如stay true→[链接:stay 畜]。

请不要再用扎心的话语伤害社畜了，已经无畜可逃了（流泪）"
学神,根本不用学习就可以用成绩秒杀所有人的[链接:大牛]。你考100分是因为你只能考100分。学神考100分是因为卷子只有100分。
车厘子自由,"来源于文章《26岁，月薪一万，吃不起车厘子》。文章中作者提到了一个“女生财务自由的15个阶段”对照表。最基本的是辣条自由，然后是奶茶自由、视频网站会员自由、外卖自由、咖啡自由、车厘子自由、口红自由、衣服自由等。之后网络上便掀起了一场车厘子拍照炫富大赛，一瞬间让车厘子成了在切糕、茶叶蛋之后的新晋富有代名词。

至于车厘子到底有多贵，请参考[链接:一颗车厘子多少钱]。

p.s. 车厘子就是樱桃"
被迫吸氧撒贝宁,"撒贝宁在综艺《[链接:明星大侦探]》里，吸氧的一个动作被截取的一个表情包，常被追星粉丝用来表达自己被爱豆摔倒晕厥、或[加粗:cp]太甜酣到窒息的心情。
之前在[加粗:陈情令]上映的时候，撒贝宁登上了微博热搜，但并不是他本人做了什么事，而是因为表情包被粉丝用烂了，微博朋友圈到处都是[加粗:撒贝宁]在吸氧，并配“[斜体,加粗:我不行了，哥哥太甜了！”“哥哥，我死了”“我一滴都没了”]等文字。[划掉:小撒辛苦了，一边主持还要一边被迫吸氧]"
泪目,即泪眼，也常用来形容热泪盈眶的状态。出自唐代著名诗人韩愈的《南山诗》：“时天晦大雪，泪目苦蒙瞀。”
榨菜,"湾湾人民口中继[加粗,链接:茶叶蛋]之后，大陆人又一吃不起的东西。
在台湾一档节目中，一位名叫[加粗:黄世聪]的财经专家为台湾人民分析中国股市现状，他说有一支叫涪（他当时念的陪）陵榨菜的股票大跌，这会导致[加粗,链接:大陆人吃不起榨菜]，因为大陆人吃泡面都会配榨菜。该结论活生生的把网友给逗笑了，甚至新闻联播主持人都说“[加粗,斜体:这种井底之蛙的看法，真是让人忍俊不禁。]”
近日黄世聪再次语出惊人“[加粗,斜体:，现在中国经济形势不好，而五粮液的股价却大涨，是因为人们想借酒消愁。]”
网友调侃：[加粗,斜体:下次把台湾新闻放娱乐板块]/[加粗,斜体:哎，这吃不起榨菜，吃不起茶叶蛋，只能喝五粮液了。]"
了解一下,原梗来自今年陈奕迅参加某活动时，有粉丝对他喊：“[加粗:陈奕迅！游泳健身了解一下！]”，该梗就此走红，成为网络语。后来被用作各家粉丝催爱豆更博自拍，或者用来安利什么东西。格式：xxxx了解一下
猛男番,"“只有真正的猛男才会看这番”的缩略说法，其实一般是指剧情轻松治愈的日常萌系番。
该说法其实是一种嘲讽（或自嘲）：一般人印象中，猛男总是倾向于喜爱与自身属性相似的作品，比如热血少年漫或机甲战斗系之类。而猛男爱看萌系番剧的场面本身就有一种搞笑违和感。但事实上这些萌系作品的受众确实有很大一部分是男性[划掉:甚至是肌肉][划掉,链接:兄贵]。对于这种现状，一部分爱好者便以“真的猛男就该看这个”自嘲，但更多人是作为非猛男番受众，以该词调侃或嘲讽那些对着萌系作品如数家珍的[链接,划掉:反差萌]肌肉男。"
大厂女孩,"是指喜欢国内真人秀节目[链接:《偶像练习生》]里的选手的女孩。
因为该节目是在廊坊[加粗:大厂影视基地]拍摄的，因此粉丝们将自己称为“大厂女孩”。"
兰州烧饼,是“楼主SB”的委婉用法。一位网名叫“毒死狗熊”的百度吧友在WOW（魔兽世界）贴吧发帖子问“LZSB”是什么意思，另一位百度吧友“shenqi4127”回复了四个字“兰州烧饼”，因为在输入法中按“LZSB”会打出兰州烧饼所以成此故事，之后广为流传成为一个新生词语！
qiou,“qiǒu”，拼音是qiong+chou=qiǒu结合出来的，翻译过来是“穷”与“丑”相结合，字面意思为“又穷又丑”，“一穷二白”，同“糗”。也有人调侃这个词读作“wo”。“qiǒu”被网友们称为2018 年度汉字。
外貌协会,指那些对另一半的[链接:颜值]要求很高的人或者只对漂亮异性感兴趣，并且不理睬不好看的异性的人。
已黑化,"黑化，从字面意思看，本意是变邪恶，是目前[加粗:00后群体]中流行的词汇，主要集中在抖音、QQ群等社交平台。
但很多人喜欢在自己的网络昵称后面跟上[加粗:“（已黑化）”]，[加粗:仅仅是因为时髦]，内心并没有真正变邪恶。

深层意思（最初意思）：指某人受到了严重的精神伤害，从而对任何事物保持厌恶、暴躁的态度。也可以用于受到感情创伤后，对爱情无话可言的态度。"
架子上的朋友,友谊版的备胎。出去玩被当作备选项的朋友。
究极生物荒木,"指超人气漫画《[加粗,链接:JOJO的奇妙冒险]》的作者荒木飞吕彦。
来自日语-[加粗:完全进化の究极生物]，其实究极生物是《JOJO的奇妙冒险》第二部的终极boss：[加粗:卡兹]，其拥有不老不死的生命。而荒木也是这样的一位很神奇的不老人物，他逆生长容颜，自18岁到50岁容貌几乎看不出任何岁月的痕迹，网友粉丝表示非常惊叹，感觉他自己就是jojo里的不老不死之身的原型！
[划掉:而对于不老容颜这一说法，荒木老师是这样回答的“坚持每天用东京自来水洗漱，每天睡前喝一杯牛奶”]"
OGC,"一个颜文字。和ORZ一样需要横过来看。
O是头，G是人的躯干和手臂[划掉:还有丁丁]，C是腿。因此代表了[划掉,链接:手冲]撸管。
如果难以理解其中关系的话请参阅动图。
在大陆并不是很常见，在台湾地区和欧洲等地却很普及。因为英国政府商务办公室（Office of Government Commerce，缩写OGC）某年斥巨资更换了logo，主元素就是OGC三个紧密相连的字母，后被英国媒体发现有奇怪的颜文字歧义……该梗才流传开来。"
仙女式哭泣,指毫不狼狈狰狞，比笑还美的哭泣方式。源于1999年出生的日本女星[链接:永野芽郁]在某次活动中，因为收到自己的粉丝来信，而感动哭泣的画面。
活久见,活得久了，什么都能见到。
被云玩家,"指本来对某款[链接:游戏]并不怎么感兴趣，更没有想做不玩只看的[链接:云玩家]，但却到处都能看到这款游戏的消息，被迫对该游戏所有的动态甚至热[链接:梗]了如指掌，被动地成为了云玩家的人。
[划掉:@][划掉,链接:废狗]"
柔杀,"[链接:黑界]的一个家族，[加粗,链接:黑界]是一种网络玩法类似虚拟时空，用各种组织形式将人群划分阶层，并在其中模仿成人社会的规则。
据说柔杀之前不叫柔杀，叫舞杀，总创是舞言，而现在柔杀所谓总创舞泽天就是舞言之前的徒弟，然后舞杀一夜之间变成柔杀，舞言一气之下解散了舞杀退黑了。
[加粗:黑界十大家族]分别是：微笑家族、WS亡尸家族、霸氏家族、血樱家族、佛门家族、冰狱家族、魔道家族、神话家族、亚美家族、柔杀家族。"
藏獒也不行,"意为“你就算是[链接:藏獒]也不能插队”，也常被称作“藏獒也不行，[链接:哈士奇]也不行”。
该含义来自一个网络段子，在多人排队的情况下，突然来了一位颐指气使的插队者，表示自己有特权，是贵宾，所以不用排队。此时排队者中便会有人怼：是藏獒也不行，哈士奇也不行。

……贵宾是一类观赏犬的名字，著名的[链接:泰迪]也是贵宾犬的一种。"
吔屎啦你,这句话出自1988年的港产片[链接:旺角卡门]。具体来源于[链接:张学友]饰演的[链接:乌蝇哥]的一句台词。而张学友的表情更是成为了[链接:暴走漫画]的底板，居[链接:万恶之源]之首。
目中无桃,这个词源于郭德纲大师的小品劝架作品，作品为三人相声，郭老师在中间，郭徒弟和于大爷各在一边，节目中郭老师的徒弟与于大爷发生争执，郭老板劝架，两人都不搭理他，故有目中无人的表现，因郭老板的发型为桃型，又称目中无桃！
软饭硬吃,"形容用一种[加粗:硬气的态度“吃软饭”]。
如果在恋爱或婚姻双方中一方的收入比另一方要高很多，家庭花销主要依靠收入高的一方，那么经济收入较少的一方就被称为吃软饭。而硬吃，是指[加粗:在吃软饭时采取一种理所当然、完全可以接受，并不觉着有任何不妥的态度]。
在2019年7月21日的网络节目：[链接:《脱口秀大会》]上，脱口秀演员思文和她老公程璐谈到男女经济上强弱的问题，引发了网友对于男女平等的一系列讨论。一部分网友认为在当今男女平等的社会，即使女性赚钱比老公多也是完全可以接受的，应当以一种“硬气”，而不是抵触、无法接受的态度面对这种现象。"
你艾希我奶妈,"[链接:英雄联盟]谐音黄段子。艾希=爱吸，妈=吗。
艾希是LOL中全名为寒冰射手艾希的可选英雄。
来自[划掉:黄段子大师]姿态与Rita在直播中双排时的对话。Rita在选人阶段征求姿态的意见：“你艾希我奶妈？”姿态愣了一下，说：“……爱。”
该黄段子因此走红，成为LOL玩家中的特殊污梗。"
音乐裁缝,指那些把其他音乐修修剪剪，或是截取片段然后东拼西凑组成自己音乐的人。简单来说就是抄袭，但音乐裁缝们认为只是相似。
津沽棒,"天津滨海新区地标[链接:天津周大福金融中心]的官方昵称。突出一个“津沽地区的定海神针”。
评审委员会经过网络征集，在一系列[划掉,链接:沙雕]昵称中投票选出了“津沽棒”和“大火箭”两个名字，最后这两者之间由“津沽棒”胜出。
该大楼建成后是世界第八高楼，也是天津地区的第一高楼。由于同音[链接:金箍棒]，引起了一些[链接:六学家]的条件反射。还有网友以歌曲《[链接:悟空]》歌词调侃“我要这铁棒有何用”。"
大吉大利，今晚吃鸡,"爆红于游戏[斜体,链接:绝地求生：大逃杀]的胜利提示语。游戏的提示语源于电影[斜体:决胜21点]（[斜体:21]）中的名言。电影中的名言本身是赌城拉斯维加斯一句历史悠久的用来形容赌博赢了的俗话：“Winner Winner, Chicken Dinner”。而这句俗话的起源是很久以前拉斯维加斯每一所赌场里都有一份$1.79的鸡肉晚餐，而最低赌注则是$2，故而赌赢之后就能吃上一顿鸡肉晚餐。（而这也正是游戏[斜体,链接:绝地求生：大逃杀]被称为[链接:吃鸡]的原因）"
棺材板压不住了,"用来吐槽事情的发展违背常理、出现低级错误或是表达愤恨的一句话。通常会以“xxx的棺材板压不住了”的形式出现。因为事情太过离谱，死人都能气活过来。

举例：
“马云有1500亿，中国13亿人，每人分一亿，他还有1487亿”
此时就可以回复“数学老师的棺材板压不住了”

这个梗也有一些变形用法，比如“xxx的棺材板我帮你按住了”、“棺材板都掀翻了”等。"
ABO,"在同人创作中经常出现的虚构世界观。即基于[加粗,链接:A]lpha、[加粗,链接:B]eta、[加粗,链接:O]mega这三种[加粗:生殖]性别所构建的社会体系。三种生殖性别可与生理性别（即男、女）共存。主流设定差不多↓：
Alpha：除了生孩子什么都会的强势性别。男A是世界观最强战斗力，女A也要比男B强势。所有Alpha都可使B和O受孕。Alpha不能受孕。
Beta：强于O弱于A，除了男B有男女两套生殖系统（但都不算太好使也不容易受孕和使人受孕）、跟A比气场会输以外，跟现实没差别的性别。
Omega：最柔弱的性别[划掉:生孩子专精]，男O有男性特征器官，但能受孕能产奶"
喵星人,"对于[链接:猫]的一种充满爱意（和敬畏）的称呼。
这种称呼表示人类承认猫这个种族，有着崇高的理想和目标，体力和智慧，它们拥有自己的星球，自己的文化和理想，它们不远万里来到地球，克服了种种艰难险阻，为我们卖萌。人类应当心怀敬畏地供养它，抚摸它，供它取乐，任它鄙视，叫它主子。防止因未能善待他们，而引发该种族的敌意，使它们倾全星球之力，对人类发动可怕的萌力袭击。届时地球将会沦陷，人类将会沉迷于喵星人的可爱之中无法自拔，而引发亡球灭种的杯具。
[划掉:正经脸]"
玛丽苏,"形容词，比喻故事的发展太不切实际，也用来形容[链接:YY]过度的小说。

该词出自外国同人作家保拉·史密斯（Paula Smith）在1973年所创建的虚构女角色，名为Mary Sue。该角色才华横溢，凭借一己之力拯救全人类，并且美貌绝伦俘获了所有男人的心。保拉创造该角色是为了讽刺当时外国同人圈意淫过度的现象。"
暴论,"源于日语[加粗:暴論]的中文[划掉,链接:空眼]转写。原本指粗暴无礼的言论。常被用在[链接:二次元]评论区或弹幕中，表明某观点是不正确的，充满偏见的，或过分夸大的。（可用于自嘲）

如：
玩[链接:LOL]的都是[链接:小学生]（[加粗:暴论]
玩[链接:DoTA]的都是[加粗:死][加粗,链接:基佬]（[加粗:暴论]"
艾主席,"现多指漫画《进击的巨人》里面的人物-艾伦。
艾伦在第四季时人物性格变成熟，然后就是他改变了艾尔迪亚，还在耶格尔派成立并被拥护为领导人；并且在当时有一个学校学生社员领导逞官威，引起网友热议，所以在《进击的巨人》贴吧群内人们纷纷模仿学生社团语句，调侃其为艾主席。"
形而上学,一个传统的哲学分支。[划掉:告诉我们不行就不要上学了。]
狗东西,"“猫南北”的情侣名。
猫对狗，南北对东西，对仗工整，完美符合。
本是一些情侣或朋友间聊天时玩的文字游戏，后来成为抖音视频中的热门题材：情侣中一方提议双方起个情侣ID，并说“我叫猫南北，那你叫什么？”以此逗趣，制造搞笑效果。
该段子经常出现在与爱情相关的节日前夕，比如[链接:520]或情人节。"
我虎车死,"“[加粗:我][链接:胖虎]现在出去吃碗面，半个小时后回来我要看到这个[链接:车牌号]，不然就打[加粗:死]你们。”
或者
“[加粗:我]是[链接:胖虎]，我在等一辆[链接:车]，半小时内不发车，我就打[加粗:死]你们。”
的缩写。
源于煎蛋网比较有内涵或尺度较大的内容的评论区。
约等于求[链接:种子]或[链接:番号]。
类似于早年的[链接:好人一生平安]，或[链接:留图不留种]。
"
长得好省app,"一种新颖的夸奖他人美貌的方式。
指因为长得太漂亮，根本用不着任何美颜软件就可以拍出超美的照片。
甚至可以素颜上阵"
洗地,"长话短说：舆论界的[链接:PS]。
短话长说：用[链接:大V]等[链接:KoL]来操纵舆论，对负面事件进行美化。"
老肩巨滑,"斗鱼主播[链接,加粗:乔碧萝]不光年纪大并且肩带很滑。
[链接,加粗:乔碧萝]因在直播间直播时翻车，不小心暴露无修图的原生脸部，网友纷纷感叹“你不是一个萝莉吗？原来你是萝莉她奶奶？！”感觉被这个[加粗:老奸巨猾]的老太太骗的团团转，榜一还给她刷过十万；真脸曝光事件后的首次直播中，[链接,加粗:乔碧萝]多次在镜头前抖胸以至于肩带都掉了，并说自己是翻车是公司安排，甚至说着说着潸然泪下，随后有人刷了几个火箭，乔碧萝立马破涕为笑，[划掉:老太太出来讨生活野蛮不容易的]...所以[加粗:老奸巨猾]进阶成了[加粗:老肩巨滑]。"
腹黑,表里不一的一种，特点是表面友善，实则城府很深；眼镜经常反光，嘴角总露出不易察觉的诡异微笑。
我日昍晶,"一种语气强烈地表达“我日”的方式。昍的读音是” xuān“。
与“我屮艸芔茻”的意义和构词方式差不多，从根本上来说都是“我操”的意思。突出一个语气逐渐失控的感觉
构词方式相似的还有“是个狼火炎焱燚”，除了逐渐失控之外还包括了[链接:重要的话说三遍][划掉:甚至四遍]的元素。"
鱼塘,现在多指备胎聚集地，鱼就是备胎，鱼越多鱼塘越大。鱼塘之前在张翰和赵丽颖演过的一部电视剧《杉杉来了》的时候也大火过，男主说“我要让所有人知道，这个鱼塘被你承包了。”本意是男主把自己比作鱼塘，把女主比作钓客，表达自己是属于女主的，所以鱼塘一词更有表达男女关系的意思。
